video-ai-router-1  | INFO  [alembic.runtime.migration] Context impl PostgresqlImpl.
video-ai-router-1  | INFO:     DeepStream source skipped source=./data/new/5.mp4 source_type=static_video reason=not_in_source_allowlist
video-ai-router-1  | INFO:     DeepStream source skipped source=./data/new/6.mp4 source_type=static_video reason=not_in_source_allowlist
video-ai-router-1  | INFO:     DeepStream source skipped source=./data/new/7.mp4 source_type=static_video reason=not_in_source_allowlist
video-ai-router-1  | INFO:     DeepStream source skipped source=./data/new/8.mp4 source_type=static_video reason=not_in_source_allowlist
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44526 - "WebSocket /api/v1/video-wall/ws?wall=true&batch=true" [accepted]
video-ai-router-1  | INFO:     connection open
video-ai-router-1  | Fatal Python error: Segmentation fault
video-ai-router-1  | 
video-ai-router-1  | Thread 0x00007f2d11f3b640 (most recent call first):
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 324 in wait
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 607 in wait
video-ai-router-1  |   File "/workspace/app/core/deepstream_ingestor.py", line 2159 in _run
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 953 in run
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 1016 in _bootstrap_inner
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 973 in _bootstrap
video-ai-router-1  | 
video-ai-router-1  | Thread 0x00007f2e21df7740 (most recent call first):
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 261 in wait
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 349 in wait
video-ai-router-1  |   File "/workspace/app/core/rtsp_process_supervisor.py", line 99 in _rtsp_child_main
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/process.py", line 108 in run
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/process.py", line 314 in _bootstrap
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/spawn.py", line 129 in _main
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/spawn.py", line 116 in spawn_main
video-ai-router-1  |   File "<string>", line 1 in <module>
video-ai-router-1  | 
video-ai-router-1  | Extension modules: numpy._core._multiarray_umath, numpy.linalg._umath_linalg, sqlalchemy.cyextension.collections, sqlalchemy.cyextension.immutabledict, sqlalchemy.cyextension.processors, sqlalchemy.cyextension.resultproxy, sqlalchemy.cyextension.util, greenlet._greenlet, gi._gi, gi.overrides._gi_gst (total: 10)
video-ai-router-1  | INFO:     172.19.0.1:44534 - "GET /health HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:57786 - "GET /health HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:57788 - "GET /health HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | Fatal Python error: Segmentation fault
video-ai-router-1  | 
video-ai-router-1  | Thread 0x00007f07babc3640 (most recent call first):
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 324 in wait
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 607 in wait
video-ai-router-1  |   File "/workspace/app/core/deepstream_ingestor.py", line 2159 in _run
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 953 in run
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 1016 in _bootstrap_inner
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 973 in _bootstrap
video-ai-router-1  | 
video-ai-router-1  | Thread 0x00007f08caa79740 (most recent call first):
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 261 in wait
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 349 in wait
video-ai-router-1  |   File "/workspace/app/core/rtsp_process_supervisor.py", line 99 in _rtsp_child_main
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/process.py", line 108 in run
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/process.py", line 314 in _bootstrap
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/spawn.py", line 129 in _main
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/spawn.py", line 116 in spawn_main
video-ai-router-1  |   File "<string>", line 1 in <module>
video-ai-router-1  | 
video-ai-router-1  | Extension modules: numpy._core._multiarray_umath, numpy.linalg._umath_linalg, sqlalchemy.cyextension.collections, sqlalchemy.cyextension.immutabledict, sqlalchemy.cyextension.processors, sqlalchemy.cyextension.resultproxy, sqlalchemy.cyextension.util, greenlet._greenlet, gi._gi, gi.overrides._gi_gst (total: 10)
video-ai-router-1  | INFO:     172.19.0.1:52146 - "GET /health HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:52148 - "GET /health HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:56850 - "GET /health HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:56858 - "GET /health HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | Fatal Python error: Aborted
video-ai-router-1  | 
video-ai-router-1  | Thread 0x00007ff3249aa640 (most recent call first):
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 324 in wait
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 607 in wait
video-ai-router-1  |   File "/workspace/app/core/deepstream_ingestor.py", line 2159 in _run
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 953 in run
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 1016 in _bootstrap_inner
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 973 in _bootstrap
video-ai-router-1  | 
video-ai-router-1  | Thread 0x00007ff434872740 (most recent call first):
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 261 in wait
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 349 in wait
video-ai-router-1  |   File "/workspace/app/core/rtsp_process_supervisor.py", line 99 in _rtsp_child_main
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/process.py", line 108 in run
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/process.py", line 314 in _bootstrap
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/spawn.py", line 129 in _main
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/spawn.py", line 116 in spawn_main
video-ai-router-1  |   File "<string>", line 1 in <module>
video-ai-router-1  | 
video-ai-router-1  | Extension modules: numpy._core._multiarray_umath, numpy.linalg._umath_linalg, sqlalchemy.cyextension.collections, sqlalchemy.cyextension.immutabledict, sqlalchemy.cyextension.processors, sqlalchemy.cyextension.resultproxy, sqlalchemy.cyextension.util, greenlet._greenlet, gi._gi, gi.overrides._gi_gst (total: 10)
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:48018 - "GET /health HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:48034 - "GET /health HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:57656 - "GET /health HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:57658 - "GET /health HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:36618 - "GET /health HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | Fatal Python error: Aborted
video-ai-router-1  | 
video-ai-router-1  | Thread 0x00007fe37cc65640 (most recent call first):
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 324 in wait
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 607 in wait
video-ai-router-1  |   File "/workspace/app/core/deepstream_ingestor.py", line 2159 in _run
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 953 in run
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 1016 in _bootstrap_inner
video-ai-router-1  |   File "/usr/lib/python3.10/threading.py", line 973 in _bootstrap
video-ai-router-1  | 
video-ai-router-1  | Thread 0x00007fe48cb33740 (most recent call first):
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 261 in wait
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 349 in wait
video-ai-router-1  |   File "/workspace/app/core/rtsp_process_supervisor.py", line 99 in _rtsp_child_main
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/process.py", line 108 in run
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/process.py", line 314 in _bootstrap
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/spawn.py", line 129 in _main
video-ai-router-1  |   File "/usr/lib/python3.10/multiprocessing/spawn.py", line 116 in spawn_main
video-ai-router-1  |   File "<string>", line 1 in <module>
video-ai-router-1  | 
video-ai-router-1  | Extension modules: numpy._core._multiarray_umath, numpy.linalg._umath_linalg, sqlalchemy.cyextension.collections, sqlalchemy.cyextension.immutabledict, sqlalchemy.cyextension.processors, sqlalchemy.cyextension.resultproxy, sqlalchemy.cyextension.util, greenlet._greenlet, gi._gi, gi.overrides._gi_gst (total: 10)
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:36626 - "GET /health HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44510 - "GET /api/v1/sources/preview-config HTTP/1.1" 200 OK
video-ai-router-1  | INFO:     172.19.0.1:44498 - "GET /api/v1/broadcast/state HTTP/1.1" 200 OK
